code,description,status,superseded_by
58011000,Of wool or fine animal hair,current,
86039000,Other,current,
62044100,Of wool or fine animal hair,current,
29314400,Methylphosphonic acid,current,
71102100,Unwrought or in powder form,current,
12092100,Lucerne (alfalfa) seeds,current,
90221300,"Other, for dental uses",current,
55029000,Other,current,
28289000,Other,current,
10064000,Broken rice,current,
39077000,Poly(lactic acid),current,
72061000,Ingots,current,
72201200,"Of a thickness of less than 4,75 mm",current,
85352900,Other,current,
29092000,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",current,
49119100,"Pictures, designs and photographs",current,
62092000,Of cotton,current,
55095200,Mixed mainly or solely with wool or fine animal hair,current,
52029100,Garnetted stock,current,
29314700,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosphonate",current,
87163100,Tanker trailers and tanker semi-trailers,current,
28332100,Of magnesium,current,
38063000,Ester gums,current,
85169000,Parts,current,
25280000,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",current,
72082700,Of a thickness of less than 3 mm,current,
52095200,"3-thread or 4-thread twill, including cross twill",current,
84193400,"Other, for agricultural products",current,
59100000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",current,
86021000,Diesel-electric locomotives,current,
25102000,Ground,current,
84539000,Parts,current,
72161000,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm",current,
75051200,Of nickel alloys,current,
91021200,With opto-electronic display only,current,
85256000,Transmission apparatus incorporating reception apparatus,current,
84261100,Overhead travelling cranes on fixed support,current,
39222000,Lavatory seats and covers,current,
44181100,Of tropical wood,current,
39152000,Of polymers of styrene,current,
56029000,Other,current,
85359000,Other,current,
44021000,Of bamboo,current,
28275900,Other,current,
29362800,Vitamin E and its derivatives,current,
39093100,"Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",current,
85094000,Food grinders and mixers; fruit or vegetable juice extractors,current,
52052200,"Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)",current,
84572000,Unit construction machines (single station),current,
47071000,Unbleached kraft paper or paperboard or corrugated paper or paperboard,current,
84849000,Other,current,
73012000,"Angles, shapes and sections",current,
85167100,Coffee or tea makers,current,
84196000,Machinery for liquefying air or other gases,current,
52052800,"Measuring less than 83,33 decitex (exceeding 120 metric number)",current,
95083000,Fairground amusements,current,
29371200,Insulin and its salts,current,
84564000,Operated by plasma arc processes,current,
85492900,Other,current,
83089000,"Other, including parts",current,
40092100,Without fittings,current,
84139100,Of pumps,current,
22072000,"Ethyl alcohol and other spirits, denatured, of any strength",current,
54077400,Printed,current,
90173000,"Micrometers, callipers and gauges",current,
62071900,Of other textile materials,current,
49030000,"Children's picture, drawing or colouring books",current,
72045000,Remelting scrap ingots,current,
29211200,"2-(N,N-Dimethylamino)ethylchloride hydrochloride",current,
29415000,Erythromycin and its derivatives; salts thereof,current,
68114000,Containing asbestos,current,
08071900,Other,current,
29212200,Hexamethylenediamine and its salts,current,
19051000,Crispbread,current,
44071400,Of Hem-fir (Western hemlock (Tsuga heterophylla) and fir (Abies spp.)),current,
85322200,Aluminium electrolytic,current,
29062100,Benzyl alcohol,current,
58042900,Of other textile materials,current,
38130000,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades,current,
16051000,Crab,current,
84549000,Parts,current,
03056300,Anchovies (Engraulis spp.),current,
29053100,Ethylene glycol (ethanediol),current,
90066900,Other,current,
54033300,Of cellulose acetate,current,
55070000,"Artificial staple fibres, carded, combed or otherwise processed for spinning",current,
72083800,"Of a thickness of 3 mm or more but less than 4,75 mm",current,
47069300,Obtained by a combination of mechanical and chemical processes,current,
85395200,Light-emitting diode (LED) lamps,current,
85462000,Of ceramics,current,
96138000,Other lighters,current,
96139000,Parts,current,
09103000,Turmeric (curcuma),current,
29039400,Hexabromobiphenyls,current,
73144900,Other,current,
32011000,Quebracho extract,current,
85099000,Parts,current,
07101000,Potatoes,current,
34070000,"Modelling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster (of calcined gypsum or calcium sulphate)",current,
84263000,Portal or pedestal jib cranes,current,
85493100,"Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or other activated glass, or electrical or electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs)",current,
61043300,Of synthetic fibres,current,
44069100,Coniferous,current,
55014000,Of polypropylene,current,
67041900,Other,current,
29143900,Other,current,
61083200,Of man-made fibres,current,
72111900,Other,current,
94062000,"Modular building units, of steel",current,
71012100,Unworked,current,
54050000,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw), of artificial textile materials, of an apparent width not exceeding 5 mm",current,
85322500,Dielectric of paper or plastics,current,
52054600,"Measuring per single yarn less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)",current,
48115900,Other,current,
29314500,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1: 1),current,
70134200,Of glass having a linear coefficient of expansion not exceeding 5 × 10–6 per Kelvin within a temperature range of 0 °C to 300 °C,current,
79039000,Other,current,
97031000,Of an age exceeding 100 years,current,
25161100,Crude or roughly trimmed,current,
40094100,Without fittings,current,
84139200,Of liquid elevators,current,
29162000,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",current,
32061100,Containing 80 % or more by weight of titanium dioxide calculated on the dry matter,current,
96086000,"Refills for ballpoint pens, comprising the ball point and ink-reservoir",current,
84589900,Other,current,
29411000,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,current,
91022900,Other,current,
84842000,Mechanical seals,current,
29043100,Perfluorooctane sulphonic acid,current,
39112000,"Poly(1,3-phenylene methylphosphonate)",current,
88022000,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2000 kg",current,
74082100,Of copper-zinc base alloys (brass),current,
82023900,"Other, including parts",current,
62160000,"Gloves, mittens and mitts",current,
84061000,Turbines for marine propulsion,current,
88023000,"Aeroplanes and other aircraft, of an unladen weight exceeding 2000 kg but not exceeding 15000 kg",current,
84609000,Other,current,
85121000,Lighting or visual signalling equipment of a kind used on bicycles,current,
68029100,"Marble, travertine and alabaster",current,
84538000,Other machinery,current,
36041000,Fireworks,current,
85122000,Other lighting or visual signalling equipment,current,
05021000,"Pigs', hogs' or boars' bristles and hair and waste thereof",current,
55169300,Of yarns of different colours,current,
29153300,n-Butyl acetate,current,
30034900,Other,current,
71161000,Of natural or cultured pearls,current,
84718000,Other units of automatic data-processing machines,current,
85081100,Of a power not exceeding 1500 W and having a dust bag or other receptacle capacity not exceeding 20 l,current,
30025900,Other,current,
29173500,Phthalic anhydride,current,
85124000,"Windscreen wipers, defrosters and demisters",current,
29394200,Pseudoephedrine (INN) and its salts,current,
62012000,Of wool or fine animal hair,current,
12073000,Castor oil seeds,current,
85258900,Other,current,
68118100,Corrugated sheets,current,
39031100,Expansible,current,
81101000,Unwrought antimony; powders,current,
61041300,Of synthetic fibres,current,
94055000,Non-electrical luminaires and lighting fittings,current,
41152000,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",current,
38029000,Other,current,
03079200,Frozen,current,
29398000,Other,current,
85249900,Other,current,
81121300,Waste and scrap,current,
61062000,Of man-made fibres,current,
